match_id,date,competition,team_scope,source,team,opponent,player,position,minutes,shots,shots_on_target,fouls_committed,fouls_drawn,yellow_cards,goals,assists
ev11,2024-02-12,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,0,0,1,0,0,0
ev11,2024-02-12,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev11,2024-02-12,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,0,0,0,0,0,0,0
ev12,2024-02-13,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,1,0,1,0,0,0
ev12,2024-02-13,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,1,0,1,0,0,0,0
ev12,2024-02-13,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,1,0,1,0,0,0,0
ev12,2024-02-13,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,1,0,1,0,0,0
ev12,2024-02-13,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,1,0,1,0,0,0,0
ev12,2024-02-13,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,1,0,1,0,0,0,0
ev13,2024-02-14,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,0,0,1,0,0,0
ev13,2024-02-14,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev13,2024-02-14,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,0,0,0,0,0,0,0
ev13,2024-02-14,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,0,0,1,0,0,0
ev13,2024-02-14,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev13,2024-02-14,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,0,0,0,0,0,0,0
ev14,2024-02-15,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,1,0,1,0,0,1
ev14,2024-02-15,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev14,2024-02-15,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,0,0,0,0,0,0,0
ev14,2024-02-15,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,1,0,1,0,0,1
ev14,2024-02-15,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev14,2024-02-15,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,0,0,0,0,0,0,0
ev15,2024-02-16,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,0,0,1,0,0,0
ev15,2024-02-16,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,1,0,1,0,1,0,0
ev15,2024-02-16,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,1,0,0,0,0,0,0
ev15,2024-02-16,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,0,0,1,0,0,0
ev15,2024-02-16,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,1,0,1,0,1,0,0
ev15,2024-02-16,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,1,0,0,0,0,0,0
ev16,2024-02-17,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,1,0,1,0,1,0
ev16,2024-02-17,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev16,2024-02-17,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,0,0,1,0,0,0,0
ev16,2024-02-17,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,1,0,1,0,1,0
ev16,2024-02-17,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev16,2024-02-17,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,0,0,1,0,0,0,0
ev17,2024-02-18,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,0,0,1,0,0,0
ev17,2024-02-18,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev17,2024-02-18,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,0,0,0,0,0,0,0
ev17,2024-02-18,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,0,0,1,0,0,0
ev17,2024-02-18,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev17,2024-02-18,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,0,0,0,0,0,0,0
ev18,2024-02-19,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,1,0,1,0,0,0
ev18,2024-02-19,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,1,0,1,0,0,0,0
ev18,2024-02-19,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,1,0,0,0,0,0,0
ev18,2024-02-19,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,1,0,1,0,0,0
ev18,2024-02-19,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,1,0,1,0,0,0,0
ev18,2024-02-19,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,1,0,0,0,0,0,0
ev19,2024-02-20,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,0,0,1,0,0,0
ev19,2024-02-20,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev19,2024-02-20,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,0,0,0,0,0,0,0
ev19,2024-02-20,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,0,0,1,0,0,0
ev19,2024-02-20,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev19,2024-02-20,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,0,0,0,0,0,0,0
ev20,2024-02-21,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,1,0,1,0,0,0
ev20,2024-02-21,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,0,0,1,0,1,0,0
ev20,2024-02-21,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,0,0,1,0,0,0,0
ev20,2024-02-21,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,1,0,1,0,0,0
ev20,2024-02-21,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,0,0,1,0,1,0,0
ev20,2024-02-21,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,0,0,1,0,0,0,0
ev21,2024-02-22,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,0,0,1,0,0,1
ev21,2024-02-22,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,1,0,1,0,0,0,0
ev21,2024-02-22,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,1,0,0,0,0,0,0
ev21,2024-02-22,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,0,0,1,0,0,1
ev21,2024-02-22,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,1,0,1,0,0,0,0
ev21,2024-02-22,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,1,0,0,0,0,0,0
ev22,2024-02-23,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,1,0,1,0,0,0
ev22,2024-02-23,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev22,2024-02-23,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,0,0,0,0,0,0,0
ev22,2024-02-23,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,1,0,1,0,0,0
ev22,2024-02-23,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev22,2024-02-23,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,0,0,0,0,0,0,0
ev23,2024-02-24,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,0,0,1,0,0,0
ev23,2024-02-24,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev23,2024-02-24,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,0,0,0,0,0,0,0
ev23,2024-02-24,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,0,0,1,0,0,0
ev23,2024-02-24,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev23,2024-02-24,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,0,0,0,0,0,0,0
ev24,2024-02-25,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,1,0,1,0,1,0
ev24,2024-02-25,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,1,0,1,0,0,0,0
ev24,2024-02-25,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,1,0,1,0,0,0,0
ev24,2024-02-25,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,1,0,1,0,1,0
ev24,2024-02-25,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,1,0,1,0,0,0,0
ev24,2024-02-25,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,1,0,1,0,0,0,0
ev25,2024-02-26,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,0,0,1,0,0,0
ev25,2024-02-26,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,0,0,1,0,1,0,0
ev25,2024-02-26,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,0,0,0,0,0,0,0
ev25,2024-02-26,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,0,0,1,0,0,0
ev25,2024-02-26,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,0,0,1,0,1,0,0
ev25,2024-02-26,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,0,0,0,0,0,0,0
ev26,2024-02-27,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,1,0,1,0,0,0
ev26,2024-02-27,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev26,2024-02-27,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,0,0,0,0,0,0,0
ev26,2024-02-27,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,1,0,1,0,0,0
ev26,2024-02-27,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev26,2024-02-27,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,0,0,0,0,0,0,0
ev27,2024-02-28,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,0,0,1,0,0,0
ev27,2024-02-28,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,1,0,1,0,0,0,0
ev27,2024-02-28,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,1,0,0,0,0,0,0
ev27,2024-02-28,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,0,0,1,0,0,0
ev27,2024-02-28,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,1,0,1,0,0,0,0
ev27,2024-02-28,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,1,0,0,0,0,0,0
ev28,2024-02-01,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,1,0,1,0,0,1
ev28,2024-02-01,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev28,2024-02-01,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,0,0,1,0,0,0,0
ev28,2024-02-01,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,1,0,1,0,0,1
ev28,2024-02-01,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev28,2024-02-01,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,0,0,1,0,0,0,0
ev29,2024-02-02,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,0,0,1,0,0,0
ev29,2024-02-02,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev29,2024-02-02,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,0,0,0,0,0,0,0
ev29,2024-02-02,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,0,0,1,0,0,0
ev29,2024-02-02,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev29,2024-02-02,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,0,0,0,0,0,0,0
ev30,2024-02-03,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,1,0,1,0,0,0
ev30,2024-02-03,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,1,0,1,0,1,0,0
ev30,2024-02-03,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,1,0,0,0,0,0,0
ev30,2024-02-03,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,1,0,1,0,0,0
ev30,2024-02-03,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,1,0,1,0,1,0,0
ev30,2024-02-03,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,1,0,0,0,0,0,0
ev31,2024-02-04,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,0,0,1,0,0,0
ev31,2024-02-04,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev31,2024-02-04,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,0,0,0,0,0,0,0
ev31,2024-02-04,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,0,0,1,0,0,0
ev31,2024-02-04,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev31,2024-02-04,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,0,0,0,0,0,0,0
ev32,2024-02-05,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,1,0,1,0,1,0
ev32,2024-02-05,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev32,2024-02-05,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,0,0,1,0,0,0,0
ev32,2024-02-05,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,1,0,1,0,1,0
ev32,2024-02-05,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev32,2024-02-05,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,0,0,1,0,0,0,0
ev33,2024-02-06,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,0,0,1,0,0,0
ev33,2024-02-06,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,1,0,1,0,0,0,0
ev33,2024-02-06,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,1,0,0,0,0,0,0
ev33,2024-02-06,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,0,0,1,0,0,0
ev33,2024-02-06,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,1,0,1,0,0,0,0
ev33,2024-02-06,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,1,0,0,0,0,0,0
ev34,2024-02-07,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,1,0,1,0,0,0
ev34,2024-02-07,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev34,2024-02-07,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,0,0,0,0,0,0,0
ev34,2024-02-07,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,1,0,1,0,0,0
ev34,2024-02-07,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev34,2024-02-07,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,0,0,0,0,0,0,0
ev35,2024-02-08,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,0,0,1,0,0,1
ev35,2024-02-08,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,0,0,1,0,1,0,0
ev35,2024-02-08,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,0,0,0,0,0,0,0
ev35,2024-02-08,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,0,0,1,0,0,1
ev35,2024-02-08,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,0,0,1,0,1,0,0
ev35,2024-02-08,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,0,0,0,0,0,0,0
ev36,2024-02-09,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,1,0,1,0,0,0
ev36,2024-02-09,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,1,0,1,0,0,0,0
ev36,2024-02-09,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,1,0,1,0,0,0,0
ev36,2024-02-09,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,1,0,1,0,0,0
ev36,2024-02-09,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,1,0,1,0,0,0,0
ev36,2024-02-09,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,1,0,1,0,0,0,0
ev37,2024-02-10,synthetic,club,synthetic_sample,team_a,team_b,winger one,Right Wing,80,2,0,0,1,0,0,0
ev37,2024-02-10,synthetic,club,synthetic_sample,team_a,team_b,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev37,2024-02-10,synthetic,club,synthetic_sample,team_a,team_b,fullback one,Left Back,90,0,0,0,0,0,0,0
ev37,2024-02-10,synthetic,club,synthetic_sample,team_b,team_a,winger one,Right Wing,80,2,0,0,1,0,0,0
ev37,2024-02-10,synthetic,club,synthetic_sample,team_b,team_a,midfield one,Center Midfield,90,0,0,1,0,0,0,0
ev37,2024-02-10,synthetic,club,synthetic_sample,team_b,team_a,fullback one,Left Back,90,0,0,0,0,0,0,0
